recording_file,sample_mid,is_positive,gt_length_cm,pred_length_cm,gt_weight_g,pred_weight_g,presence_prob,pred_present
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10771,1,26.0,27.26,390.0,394.3,0.9742,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,3103,1,24.0,24.15,280.0,274.9,0.9243,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,5301,1,32.0,31.98,630.0,567.2,0.975,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,7911,1,33.0,33.21,680.0,675.0,0.9871,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,9961,1,31.0,30.14,630.0,634.5,0.9792,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10360,1,30.0,29.88,556.0,546.4,0.9606,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11933,0,0.0,33.77,0.0,673.5,0.9553,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,1832,1,33.0,32.2,680.0,678.0,0.9886,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,7615,1,33.0,33.08,680.0,667.4,0.9804,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10153,0,0.0,30.19,0.0,563.6,0.9475,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1071,1,24.0,24.11,280.0,272.1,0.9569,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,3493,1,30.0,30.73,580.0,627.0,0.9539,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3832,1,33.0,32.39,680.0,665.7,0.9865,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,4985,0,0.0,30.41,0.0,567.1,0.9753,1
ARDG_AQUA bream 310gr 23 sm  281025 1233003.csv,229,1,23.0,23.19,310.0,308.0,0.8597,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8253,0,0.0,29.5,0.0,529.6,0.9724,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,10440,1,30.0,30.48,580.0,609.4,0.9614,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,8948,1,26.0,25.66,390.0,384.3,0.9637,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,3025,1,21.0,20.62,150.0,147.3,0.9382,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,5853,1,27.0,27.76,350.0,340.5,0.8692,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,7012,1,31.0,29.54,620.0,543.9,0.9839,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,4958,1,31.0,31.49,630.0,634.4,0.9776,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,9690,1,33.0,32.23,680.0,674.6,0.9751,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1898,1,31.0,30.73,630.0,619.9,0.9604,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,4114,1,21.0,20.73,150.0,142.0,0.954,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,3907,0,0.0,31.42,0.0,646.6,0.9644,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,200,1,30.0,29.4,500.0,517.2,0.9715,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,3748,1,30.0,29.36,500.0,497.2,0.9627,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,2224,1,36.0,35.6,800.0,796.1,0.987,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6408,0,0.0,31.29,0.0,536.4,0.8722,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,2882,1,23.0,23.39,310.0,301.9,0.9676,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,4616,1,31.0,31.78,620.0,643.8,0.9794,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,1571,0,0.0,20.79,0.0,136.2,0.851,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,11185,1,23.0,23.13,310.0,304.0,0.9691,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,9270,0,0.0,26.96,0.0,399.6,0.5577,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10922,0,0.0,20.68,0.0,146.2,0.7196,1
ARDG_AQUA bream 310gr 23 sm  281025 1233003.csv,380,1,23.0,23.07,310.0,325.7,0.9723,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,8400,1,21.0,20.65,150.0,146.7,0.9265,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,2327,1,32.0,31.74,630.0,627.5,0.982,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,2320,0,0.0,34.62,0.0,701.3,0.9739,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,2716,0,0.0,35.64,0.0,741.9,0.9246,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,10635,1,30.0,30.73,580.0,611.0,0.9799,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10416,1,26.0,27.03,390.0,369.6,0.9734,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,3267,1,30.0,31.21,580.0,583.2,0.9814,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8168,0,0.0,28.92,0.0,537.1,0.9506,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7910,1,30.0,30.08,580.0,559.2,0.968,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,2006,1,32.0,30.46,630.0,594.0,0.9772,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,8905,1,33.0,30.22,680.0,618.2,0.9889,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9272,1,26.0,26.62,390.0,370.5,0.9458,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10160,0,0.0,30.74,0.0,552.0,0.9731,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,4268,0,0.0,34.65,0.0,761.7,0.9545,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,6808,1,21.0,20.89,150.0,144.9,0.8532,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,5149,1,21.0,20.74,150.0,146.6,0.9113,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,1084,1,23.0,22.95,310.0,302.6,0.9698,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,8670,1,33.0,31.92,680.0,670.0,0.9839,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7511,1,26.0,26.13,390.0,382.9,0.9752,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10469,1,30.0,29.91,556.0,570.2,0.9766,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,3069,1,30.0,29.88,500.0,485.2,0.9762,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,11126,1,21.0,20.99,150.0,145.5,0.7927,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8635,0,0.0,30.3,0.0,542.7,0.9837,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8094,1,30.0,29.8,500.0,515.5,0.7412,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,6537,1,30.0,29.98,580.0,581.1,0.9714,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,7349,1,31.0,30.12,620.0,550.7,0.5843,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1419,0,0.0,30.07,0.0,519.6,0.9415,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4192,1,33.0,32.32,680.0,663.1,0.9891,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,2973,1,36.0,35.72,800.0,787.7,0.9796,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11725,0,0.0,29.72,0.0,499.0,0.5999,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,9804,1,30.0,29.08,580.0,561.8,0.969,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6335,1,30.0,30.34,580.0,581.9,0.9665,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,9068,1,30.0,29.6,500.0,510.2,0.9613,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,3412,1,30.0,29.98,580.0,581.7,0.9797,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,5238,1,33.0,32.27,680.0,642.1,0.99,1
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,583,1,31.0,31.5,620.0,603.7,0.9765,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5961,0,0.0,31.3,0.0,594.5,0.9512,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,4618,1,26.0,25.58,390.0,386.6,0.9747,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8416,0,0.0,31.34,0.0,566.2,0.9623,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2579,0,0.0,33.34,0.0,601.3,0.7891,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,3543,1,30.0,29.22,580.0,527.1,0.9722,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,56,1,30.0,30.74,500.0,505.6,0.5226,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,916,0,0.0,34.4,0.0,717.2,0.5751,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8173,0,0.0,29.9,0.0,539.9,0.9664,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5762,0,0.0,29.95,0.0,542.8,0.9499,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,6200,1,21.0,20.94,150.0,144.8,0.9713,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,7316,1,23.0,22.66,310.0,299.1,0.9658,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1545,0,0.0,31.12,0.0,578.1,0.9726,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,7141,1,23.0,25.46,310.0,424.6,0.9699,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,710,1,32.0,31.34,630.0,617.3,0.9626,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10395,0,0.0,21.45,0.0,154.7,0.8141,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11075,0,0.0,30.65,0.0,551.6,0.9344,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,8257,1,31.0,32.55,620.0,638.1,0.9788,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,3263,1,23.0,23.0,310.0,298.9,0.9691,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,5900,1,33.0,32.4,680.0,674.1,0.9845,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,3152,1,21.0,20.75,150.0,145.5,0.9513,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,127,1,30.0,29.79,500.0,442.7,0.9663,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1240,1,31.0,30.45,630.0,589.9,0.9729,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,159,1,24.0,25.55,280.0,345.1,0.9548,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,4565,1,24.0,24.13,280.0,270.4,0.9605,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6096,1,30.0,28.65,580.0,588.2,0.9733,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,8094,1,21.0,22.93,150.0,145.8,0.9435,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,5503,1,30.0,30.77,580.0,623.2,0.9745,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1230,1,36.0,33.97,800.0,736.2,0.9885,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6516,0,0.0,29.87,0.0,572.7,0.9643,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,3247,1,27.0,26.79,350.0,345.3,0.9774,1
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,322,1,31.0,33.0,620.0,606.7,0.9786,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,3514,1,21.0,21.68,150.0,165.5,0.96,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,7232,1,31.0,29.81,620.0,545.5,0.9412,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8079,0,0.0,30.89,0.0,562.7,0.9543,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,10077,1,31.0,31.13,630.0,626.7,0.9593,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5759,0,0.0,28.98,0.0,549.7,0.9681,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,5103,1,31.0,31.47,620.0,607.5,0.9441,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10716,0,0.0,27.15,0.0,499.0,0.8879,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,3939,1,32.0,32.44,630.0,631.1,0.9622,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,11954,1,23.0,21.66,310.0,291.6,0.9281,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1342,1,31.0,30.41,630.0,621.2,0.9758,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,2541,1,30.0,30.44,500.0,503.5,0.96,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,2007,1,21.0,21.47,150.0,259.1,0.7443,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,7363,1,21.0,20.48,150.0,125.8,0.9594,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,860,0,0.0,20.35,0.0,149.6,0.8466,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7396,0,0.0,29.96,0.0,542.6,0.6383,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,10997,1,23.0,22.47,310.0,324.7,0.974,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,3253,1,30.0,29.42,500.0,487.2,0.9562,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3196,0,0.0,33.17,0.0,729.9,0.9702,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6398,0,0.0,30.7,0.0,553.7,0.9724,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,7090,0,0.0,20.92,0.0,153.6,0.5062,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,1948,1,32.0,31.49,630.0,625.8,0.9744,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5368,0,0.0,30.02,0.0,621.5,0.9413,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,3327,1,23.0,22.92,310.0,298.4,0.945,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,9721,1,31.0,30.88,630.0,629.5,0.9576,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2490,1,33.0,32.51,680.0,667.6,0.9889,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,2738,1,30.0,30.19,580.0,561.3,0.9639,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,801,1,30.0,28.02,556.0,528.6,0.977,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3209,0,0.0,35.97,0.0,775.1,0.6906,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,3722,1,31.0,29.61,630.0,622.8,0.9155,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8545,0,0.0,27.16,0.0,500.3,0.9523,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8405,1,30.0,29.56,500.0,471.1,0.9779,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2998,1,33.0,32.93,680.0,668.1,0.9899,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,9215,1,21.0,20.92,150.0,137.7,0.9611,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,3911,0,0.0,32.03,0.0,645.8,0.9448,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5958,0,0.0,31.11,0.0,570.6,0.9632,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,6810,1,26.0,25.27,390.0,382.6,0.9531,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6592,1,31.0,32.61,630.0,639.7,0.9756,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,9482,1,26.0,26.26,390.0,392.6,0.9603,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,268,1,33.0,31.49,680.0,648.6,0.9898,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7999,1,30.0,31.14,556.0,601.1,0.9752,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,5023,1,31.0,30.4,620.0,618.8,0.9682,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7208,0,0.0,30.61,0.0,572.7,0.9424,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,339,1,27.0,27.1,350.0,390.6,0.9657,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,6883,1,30.0,30.71,580.0,527.1,0.978,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3946,0,0.0,35.89,0.0,792.3,0.9517,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2133,1,33.0,31.89,680.0,675.9,0.9857,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5886,1,30.0,31.85,580.0,603.6,0.9641,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,8880,1,26.0,26.19,390.0,388.6,0.9568,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1428,0,0.0,28.55,0.0,592.2,0.9619,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6285,1,31.0,30.58,630.0,602.4,0.9746,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11741,0,0.0,30.27,0.0,510.3,0.9478,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,8925,1,21.0,20.59,150.0,141.7,0.9542,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7651,0,0.0,31.4,0.0,609.3,0.9628,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,2282,1,23.0,22.32,310.0,294.5,0.9807,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2950,0,0.0,20.71,0.0,160.2,0.6919,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,7196,1,21.0,21.02,150.0,143.7,0.9633,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,752,1,36.0,35.47,800.0,793.2,0.9854,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,11937,1,30.0,30.43,500.0,521.7,0.9708,1
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,1498,1,31.0,31.47,620.0,606.3,0.98,1
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,371,1,27.0,26.8,340.0,331.9,0.9749,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5434,0,0.0,29.03,0.0,514.8,0.9519,1
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,695,1,30.0,29.59,556.0,544.8,0.9706,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,8958,1,30.0,30.37,580.0,580.0,0.9608,1
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,268,1,27.0,26.81,340.0,332.6,0.966,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,7712,1,21.0,23.14,150.0,215.8,0.8632,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,8672,0,0.0,21.89,0.0,219.0,0.8923,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,2002,1,30.0,29.33,556.0,523.2,0.9711,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8727,0,0.0,28.44,0.0,540.7,0.9454,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,1674,1,32.0,31.4,630.0,623.5,0.9762,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,2738,1,24.0,23.98,280.0,276.8,0.9674,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,1331,1,26.0,27.9,390.0,405.8,0.9486,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10889,1,26.0,26.29,390.0,384.4,0.9754,1
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,500,1,31.0,30.18,620.0,614.5,0.9656,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,2888,0,0.0,31.39,0.0,579.7,0.9087,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2887,1,30.0,28.45,580.0,502.9,0.9585,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,4887,1,30.0,30.09,580.0,577.0,0.9802,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,9519,1,23.0,22.62,310.0,362.8,0.9549,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,6190,1,23.0,23.53,310.0,324.8,0.9211,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,285,1,32.0,31.21,630.0,622.5,0.9757,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,11451,1,31.0,31.24,620.0,595.7,0.9351,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,2021,1,27.0,27.18,350.0,333.7,0.967,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,1657,1,23.0,22.86,310.0,301.9,0.9282,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,9352,1,31.0,30.72,620.0,604.4,0.9783,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,3454,1,31.0,31.47,630.0,632.5,0.9761,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4825,1,21.0,21.16,150.0,147.8,0.9407,1
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,638,0,0.0,25.29,0.0,391.9,0.7348,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,10320,1,30.0,29.98,580.0,592.4,0.9857,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,1187,1,27.0,26.92,350.0,343.1,0.9758,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,4168,1,36.0,35.9,800.0,796.9,0.9785,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,1225,1,32.0,32.1,630.0,627.5,0.9809,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1071,1,36.0,35.27,800.0,816.4,0.9847,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,5034,1,23.0,22.7,310.0,306.4,0.9517,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,2106,1,32.0,32.25,630.0,622.3,0.9627,1
ARDG_AQUA bream 310gr 23 sm  281025 1233003.csv,87,1,23.0,23.38,310.0,289.3,0.9252,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,4532,1,30.0,28.13,580.0,589.2,0.9228,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,3922,0,0.0,28.81,0.0,540.9,0.953,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1222,0,0.0,25.04,0.0,365.0,0.8101,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,7815,1,23.0,22.66,310.0,303.4,0.9691,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10874,1,26.0,26.85,390.0,428.8,0.9407,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,170,0,0.0,34.33,0.0,778.1,0.9806,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1736,0,0.0,33.85,0.0,714.7,0.8463,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,7842,0,0.0,20.95,0.0,137.5,0.8396,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,2994,1,32.0,31.62,630.0,622.1,0.9712,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,10195,1,23.0,22.77,310.0,297.7,0.964,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,9044,1,26.0,26.7,390.0,374.5,0.9165,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,5076,1,30.0,30.47,580.0,612.6,0.9702,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8073,0,0.0,29.91,0.0,530.0,0.9754,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10729,0,0.0,25.72,0.0,439.5,0.9625,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,9155,1,26.0,25.64,390.0,388.4,0.9673,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,3125,1,21.0,20.83,150.0,143.3,0.8778,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,8638,1,26.0,26.92,390.0,367.1,0.9672,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,7190,1,31.0,30.46,630.0,564.4,0.9841,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,1480,1,21.0,20.66,150.0,148.3,0.9561,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2004,0,0.0,30.56,0.0,594.6,0.9747,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,639,1,24.0,24.76,280.0,311.7,0.9609,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,10901,1,31.0,30.99,620.0,626.5,0.9634,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8645,0,0.0,30.41,0.0,567.1,0.952,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,5356,1,31.0,32.22,630.0,662.8,0.9815,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,3921,0,0.0,28.53,0.0,559.4,0.9632,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,6637,1,23.0,22.71,310.0,312.4,0.9715,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,8312,1,23.0,24.21,310.0,304.2,0.9719,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,3702,1,26.0,26.51,390.0,392.1,0.9726,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,11480,1,23.0,22.68,310.0,298.4,0.9569,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,991,1,23.0,22.6,310.0,300.4,0.9799,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,5284,1,23.0,22.72,310.0,300.2,0.9586,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1348,0,0.0,31.77,0.0,573.9,0.9731,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5706,0,0.0,29.89,0.0,472.0,0.8588,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7888,1,26.0,26.11,390.0,375.6,0.8281,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,908,0,0.0,35.11,0.0,742.7,0.9682,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10738,0,0.0,24.11,0.0,445.9,0.9275,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,9616,1,31.0,31.07,620.0,562.5,0.9766,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,8677,0,0.0,20.99,0.0,213.4,0.937,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,2513,0,0.0,31.53,0.0,610.2,0.9527,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,4825,1,30.0,28.6,500.0,476.5,0.9765,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,4366,0,0.0,29.7,0.0,516.6,0.9645,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,10311,1,31.0,32.76,630.0,669.3,0.9925,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,11659,1,30.0,29.88,500.0,497.4,0.9436,1
