recording_file,peak_sample,window_start,window_end,peak_timestamp,window_start_time,window_end_time,presence_prob,length_cm,weight_g
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7143,7124,7162,2025-10-28 13:40:41.564,2025-10-28 13:40:41.085,2025-10-28 13:40:42.045,0.9745,32.26,575.8
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7253,7234,7272,2025-10-28 13:40:44.327,2025-10-28 13:40:43.860,2025-10-28 13:40:44.831,0.9741,33.13,695.3
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7383,7364,7402,2025-10-28 13:40:47.579,2025-10-28 13:40:47.099,2025-10-28 13:40:48.043,0.9828,33.76,586.0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7471,7452,7490,2025-10-28 13:40:49.770,2025-10-28 13:40:49.334,2025-10-28 13:40:50.251,0.8001,32.04,634.7
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7491,7472,7510,2025-10-28 13:40:50.282,2025-10-28 13:40:49.847,2025-10-28 13:40:50.746,0.9632,29.87,446.0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7641,7622,7660,2025-10-28 13:40:54.025,2025-10-28 13:40:53.562,2025-10-28 13:40:54.505,0.9735,33.77,668.9
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7763,7744,7782,2025-10-28 13:40:57.081,2025-10-28 13:40:56.617,2025-10-28 13:40:57.561,0.5787,32.99,604.3
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7783,7764,7802,2025-10-28 13:40:57.592,2025-10-28 13:40:57.112,2025-10-28 13:40:58.057,0.9764,33.14,610.4
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7875,7856,7894,2025-10-28 13:40:59.895,2025-10-28 13:40:59.416,2025-10-28 13:41:00.367,0.9648,33.8,625.0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7965,7946,7984,2025-10-28 13:41:02.136,2025-10-28 13:41:01.672,2025-10-28 13:41:02.615,0.5313,30.31,508.4
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7985,7966,8004,2025-10-28 13:41:02.646,2025-10-28 13:41:02.166,2025-10-28 13:41:03.111,0.9835,32.96,665.2
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8005,7986,8024,2025-10-28 13:41:03.142,2025-10-28 13:41:02.662,2025-10-28 13:41:03.623,0.6607,28.8,365.2
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8063,8044,8082,2025-10-28 13:41:04.598,2025-10-28 13:41:04.118,2025-10-28 13:41:05.063,0.9877,34.07,696.6
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8083,8064,8102,2025-10-28 13:41:05.094,2025-10-28 13:41:04.615,2025-10-28 13:41:05.574,0.9243,29.55,532.8
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8185,8166,8204,2025-10-28 13:41:07.653,2025-10-28 13:41:07.173,2025-10-28 13:41:08.117,0.9739,32.81,674.9
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8271,8252,8290,2025-10-28 13:41:09.796,2025-10-28 13:41:09.332,2025-10-28 13:41:10.277,0.9748,33.7,620.6
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8291,8272,8310,2025-10-28 13:41:10.309,2025-10-28 13:41:09.828,2025-10-28 13:41:10.772,0.9507,30.82,632.8
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8371,8352,8390,2025-10-28 13:41:12.322,2025-10-28 13:41:11.829,2025-10-28 13:41:12.788,0.9798,33.94,650.3
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8453,8434,8472,2025-10-28 13:41:14.363,2025-10-28 13:41:13.876,2025-10-28 13:41:14.837,0.9769,34.77,696.9
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8473,8454,8492,2025-10-28 13:41:14.851,2025-10-28 13:41:14.402,2025-10-28 13:41:15.331,0.6483,31.35,596.7
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8503,8484,8522,2025-10-28 13:41:15.603,2025-10-28 13:41:15.139,2025-10-28 13:41:16.083,0.7159,23.46,259.5
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8577,8558,8596,2025-10-28 13:41:17.458,2025-10-28 13:41:16.979,2025-10-28 13:41:17.938,0.9823,34.47,706.9
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8671,8652,8690,2025-10-28 13:41:19.831,2025-10-28 13:41:19.346,2025-10-28 13:41:20.312,0.9639,32.07,553.6
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8777,8758,8796,2025-10-28 13:41:22.471,2025-10-28 13:41:21.985,2025-10-28 13:41:22.947,0.5794,28.46,457.4
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8797,8778,8816,2025-10-28 13:41:22.960,2025-10-28 13:41:22.496,2025-10-28 13:41:23.443,0.9546,33.91,588.3
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8889,8870,8908,2025-10-28 13:41:25.263,2025-10-28 13:41:24.799,2025-10-28 13:41:25.745,0.9754,36.24,674.6
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8993,8974,9012,2025-10-28 13:41:27.876,2025-10-28 13:41:27.400,2025-10-28 13:41:28.352,0.9754,34.58,681.9
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9063,9044,9082,2025-10-28 13:41:29.631,2025-10-28 13:41:29.151,2025-10-28 13:41:30.095,0.9848,32.9,557.5
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9083,9064,9102,2025-10-28 13:41:30.127,2025-10-28 13:41:29.647,2025-10-28 13:41:30.607,0.8914,32.73,608.9
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9177,9158,9196,2025-10-28 13:41:32.478,2025-10-28 13:41:31.998,2025-10-28 13:41:32.962,0.9776,33.02,653.7
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9263,9244,9282,2025-10-28 13:41:34.637,2025-10-28 13:41:34.158,2025-10-28 13:41:35.101,0.9841,33.69,592.0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9381,9362,9400,2025-10-28 13:41:37.581,2025-10-28 13:41:37.100,2025-10-28 13:41:38.060,0.974,34.17,651.9
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9449,9430,9468,2025-10-28 13:41:39.292,2025-10-28 13:41:38.824,2025-10-28 13:41:39.756,0.9812,34.02,590.9
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9469,9450,9488,2025-10-28 13:41:39.823,2025-10-28 13:41:39.332,2025-10-28 13:41:40.268,0.8955,30.74,548.7
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9627,9608,9646,2025-10-28 13:41:43.739,2025-10-28 13:41:43.260,2025-10-28 13:41:44.218,0.963,33.04,636.8
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9697,9678,9716,2025-10-28 13:41:45.492,2025-10-28 13:41:45.022,2025-10-28 13:41:45.961,0.9842,35.13,687.9
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9801,9782,9820,2025-10-28 13:41:48.090,2025-10-28 13:41:47.625,2025-10-28 13:41:48.570,0.9729,33.82,656.6
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9875,9856,9894,2025-10-28 13:41:49.944,2025-10-28 13:41:49.480,2025-10-28 13:41:50.425,0.9793,32.91,614.2
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9895,9876,9914,2025-10-28 13:41:50.461,2025-10-28 13:41:49.979,2025-10-28 13:41:50.921,0.7318,27.96,516.2
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10005,9986,10024,2025-10-28 13:41:53.208,2025-10-28 13:41:52.727,2025-10-28 13:41:53.672,0.9854,34.38,652.7
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10101,10082,10120,2025-10-28 13:41:55.608,2025-10-28 13:41:55.127,2025-10-28 13:41:56.086,0.9481,34.12,665.9
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10205,10186,10224,2025-10-28 13:41:58.215,2025-10-28 13:41:57.735,2025-10-28 13:41:58.679,0.7072,32.95,612.0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10225,10206,10244,2025-10-28 13:41:58.710,2025-10-28 13:41:58.230,2025-10-28 13:41:59.190,0.9796,33.63,641.7
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10305,10286,10324,2025-10-28 13:42:00.710,2025-10-28 13:42:00.230,2025-10-28 13:42:01.189,0.9717,31.43,591.5
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10415,10396,10434,2025-10-28 13:42:03.461,2025-10-28 13:42:02.979,2025-10-28 13:42:03.942,0.9846,33.76,652.1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10519,10500,10538,2025-10-28 13:42:06.068,2025-10-28 13:42:05.588,2025-10-28 13:42:06.548,0.9751,32.79,596.2
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10679,10660,10698,2025-10-28 13:42:10.066,2025-10-28 13:42:09.588,2025-10-28 13:42:10.547,0.6158,29.83,517.4
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10701,10682,10720,2025-10-28 13:42:10.627,2025-10-28 13:42:10.148,2025-10-28 13:42:11.091,0.9746,30.93,506.0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10767,10748,10786,2025-10-28 13:42:12.275,2025-10-28 13:42:11.794,2025-10-28 13:42:12.754,0.985,33.39,625.0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10787,10768,10806,2025-10-28 13:42:12.771,2025-10-28 13:42:12.291,2025-10-28 13:42:13.250,0.8094,28.86,534.4
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10873,10854,10892,2025-10-28 13:42:14.927,2025-10-28 13:42:14.450,2025-10-28 13:42:15.397,0.9505,33.66,614.2
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10947,10928,10966,2025-10-28 13:42:16.786,2025-10-28 13:42:16.304,2025-10-28 13:42:17.249,0.978,32.88,617.2
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10967,10948,10986,2025-10-28 13:42:17.281,2025-10-28 13:42:16.801,2025-10-28 13:42:17.761,0.7337,28.81,513.3
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11081,11062,11100,2025-10-28 13:42:20.129,2025-10-28 13:42:19.647,2025-10-28 13:42:20.609,0.9729,34.6,659.9
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11149,11130,11168,2025-10-28 13:42:21.834,2025-10-28 13:42:21.359,2025-10-28 13:42:22.304,0.9801,33.43,582.5
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11235,11216,11254,2025-10-28 13:42:23.987,2025-10-28 13:42:23.502,2025-10-28 13:42:24.462,0.9733,35.12,711.2
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11299,11280,11318,2025-10-28 13:42:25.582,2025-10-28 13:42:25.119,2025-10-28 13:42:26.062,0.9831,34.41,682.7
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11407,11388,11426,2025-10-28 13:42:28.286,2025-10-28 13:42:27.850,2025-10-28 13:42:28.766,0.9708,32.69,554.4
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11473,11454,11492,2025-10-28 13:42:29.949,2025-10-28 13:42:29.470,2025-10-28 13:42:30.419,0.9619,35.23,637.3
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11565,11546,11584,2025-10-28 13:42:32.236,2025-10-28 13:42:31.773,2025-10-28 13:42:32.716,0.9795,34.89,611.9
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,667,648,686,2025-10-28 13:48:02.057,2025-10-28 13:48:01.612,2025-10-28 13:48:02.537,0.9722,31.05,450.8
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,761,742,780,2025-10-28 13:48:04.409,2025-10-28 13:48:03.928,2025-10-28 13:48:04.888,0.974,30.18,572.4
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,829,810,848,2025-10-28 13:48:06.113,2025-10-28 13:48:05.640,2025-10-28 13:48:06.594,0.9675,29.1,497.6
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,937,918,956,2025-10-28 13:48:08.807,2025-10-28 13:48:08.343,2025-10-28 13:48:09.286,0.9544,31.78,593.0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,1043,1024,1062,2025-10-28 13:48:11.466,2025-10-28 13:48:10.999,2025-10-28 13:48:11.942,0.9733,32.12,637.8
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,1063,1044,1082,2025-10-28 13:48:11.975,2025-10-28 13:48:11.495,2025-10-28 13:48:12.437,0.7105,27.31,421.6
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,1159,1140,1178,2025-10-28 13:48:14.374,2025-10-28 13:48:13.894,2025-10-28 13:48:14.837,0.9803,30.23,508.7
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,1245,1226,1264,2025-10-28 13:48:16.517,2025-10-28 13:48:16.053,2025-10-28 13:48:16.996,0.9775,30.67,521.4
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,1331,1312,1350,2025-10-28 13:48:18.675,2025-10-28 13:48:18.196,2025-10-28 13:48:19.154,0.951,35.06,629.5
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,1479,1460,1498,2025-10-28 13:48:22.372,2025-10-28 13:48:21.908,2025-10-28 13:48:22.851,0.9717,31.39,542.2
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,1601,1582,1620,2025-10-28 13:48:25.427,2025-10-28 13:48:24.963,2025-10-28 13:48:25.906,0.9716,30.44,520.2
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,1735,1716,1754,2025-10-28 13:48:28.782,2025-10-28 13:48:28.306,2025-10-28 13:48:29.265,0.959,29.88,472.0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,1833,1814,1852,2025-10-28 13:48:31.232,2025-10-28 13:48:30.769,2025-10-28 13:48:31.712,0.9842,30.75,569.6
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,1907,1888,1926,2025-10-28 13:48:33.088,2025-10-28 13:48:32.624,2025-10-28 13:48:33.568,0.9436,30.81,551.3
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,2015,1996,2034,2025-10-28 13:48:35.792,2025-10-28 13:48:35.311,2025-10-28 13:48:36.274,0.9707,32.44,513.1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,2093,2074,2112,2025-10-28 13:48:37.742,2025-10-28 13:48:37.263,2025-10-28 13:48:38.222,0.8783,32.69,575.8
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,2201,2182,2220,2025-10-28 13:48:40.446,2025-10-28 13:48:39.966,2025-10-28 13:48:40.925,0.957,31.74,497.6
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,2281,2262,2300,2025-10-28 13:48:42.445,2025-10-28 13:48:41.981,2025-10-28 13:48:42.925,0.9461,33.6,534.7
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,2375,2356,2394,2025-10-28 13:48:44.796,2025-10-28 13:48:44.332,2025-10-28 13:48:45.275,0.9721,32.08,546.0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,2517,2498,2536,2025-10-28 13:48:48.364,2025-10-28 13:48:47.884,2025-10-28 13:48:48.827,0.958,30.09,469.3
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,2621,2602,2640,2025-10-28 13:48:50.955,2025-10-28 13:48:50.490,2025-10-28 13:48:51.435,0.9791,32.62,555.7
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,2737,2718,2756,2025-10-28 13:48:53.865,2025-10-28 13:48:53.386,2025-10-28 13:48:54.345,0.9814,29.53,469.3
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,2855,2836,2874,2025-10-28 13:48:56.825,2025-10-28 13:48:56.345,2025-10-28 13:48:57.288,0.9741,32.34,616.3
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,2917,2898,2936,2025-10-28 13:48:58.377,2025-10-28 13:48:57.896,2025-10-28 13:48:58.840,0.9758,31.42,490.4
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,3011,2992,3030,2025-10-28 13:49:00.727,2025-10-28 13:49:00.253,2025-10-28 13:49:01.191,0.9758,30.79,480.2
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,3219,3200,3238,2025-10-28 13:49:05.926,2025-10-28 13:49:05.446,2025-10-28 13:49:06.406,0.9665,28.93,449.9
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,3329,3310,3348,2025-10-28 13:49:08.686,2025-10-28 13:49:08.213,2025-10-28 13:49:09.166,0.9871,32.31,566.6
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,3533,3514,3552,2025-10-28 13:49:13.796,2025-10-28 13:49:13.312,2025-10-28 13:49:14.260,0.9782,27.54,365.2
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,3553,3534,3572,2025-10-28 13:49:14.293,2025-10-28 13:49:13.812,2025-10-28 13:49:14.771,0.5583,26.23,336.6
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,3631,3612,3650,2025-10-28 13:49:16.243,2025-10-28 13:49:15.763,2025-10-28 13:49:16.721,0.9828,31.55,540.2
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,3705,3686,3724,2025-10-28 13:49:18.104,2025-10-28 13:49:17.616,2025-10-28 13:49:18.562,0.9714,32.1,581.0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,3787,3768,3806,2025-10-28 13:49:20.145,2025-10-28 13:49:19.670,2025-10-28 13:49:20.624,0.9776,29.65,504.2
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,3965,3946,3984,2025-10-28 13:49:24.608,2025-10-28 13:49:24.128,2025-10-28 13:49:25.072,0.9726,30.29,519.4
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,4077,4058,4096,2025-10-28 13:49:27.407,2025-10-28 13:49:26.929,2025-10-28 13:49:27.872,0.9762,31.99,538.3
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,4175,4156,4194,2025-10-28 13:49:29.854,2025-10-28 13:49:29.374,2025-10-28 13:49:30.335,0.9682,29.99,466.3
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,4287,4268,4306,2025-10-28 13:49:32.673,2025-10-28 13:49:32.189,2025-10-28 13:49:33.133,0.981,32.57,596.5
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,4491,4472,4510,2025-10-28 13:49:37.772,2025-10-28 13:49:37.295,2025-10-28 13:49:38.236,0.9672,30.7,506.5
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,4615,4596,4634,2025-10-28 13:49:40.876,2025-10-28 13:49:40.395,2025-10-28 13:49:41.340,0.9826,31.76,583.1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,4727,4708,4746,2025-10-28 13:49:43.685,2025-10-28 13:49:43.197,2025-10-28 13:49:44.151,0.9484,30.7,538.0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,4865,4846,4884,2025-10-28 13:49:47.135,2025-10-28 13:49:46.656,2025-10-28 13:49:47.609,0.9805,33.05,550.1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,5039,5020,5058,2025-10-28 13:49:51.480,2025-10-28 13:49:51.000,2025-10-28 13:49:51.960,0.9681,30.82,610.8
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,5059,5040,5078,2025-10-28 13:49:51.975,2025-10-28 13:49:51.512,2025-10-28 13:49:52.456,0.6456,27.84,494.0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,5161,5142,5180,2025-10-28 13:49:54.535,2025-10-28 13:49:54.054,2025-10-28 13:49:55.015,0.9702,29.84,521.6
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,5291,5272,5310,2025-10-28 13:49:57.785,2025-10-28 13:49:57.318,2025-10-28 13:49:58.263,0.9654,30.27,529.6
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,5411,5392,5430,2025-10-28 13:50:00.789,2025-10-28 13:50:00.310,2025-10-28 13:50:01.274,0.9813,31.23,580.5
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,6669,6650,6688,2025-10-28 13:50:32.285,2025-10-28 13:50:31.802,2025-10-28 13:50:32.747,0.9703,28.71,494.5
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,6775,6756,6794,2025-10-28 13:50:34.924,2025-10-28 13:50:34.458,2025-10-28 13:50:35.402,0.8044,29.13,531.7
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,6795,6776,6814,2025-10-28 13:50:35.434,2025-10-28 13:50:34.955,2025-10-28 13:50:35.898,0.9734,29.13,511.4
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,6931,6912,6950,2025-10-28 13:50:38.826,2025-10-28 13:50:38.361,2025-10-28 13:50:39.304,0.9798,31.33,469.7
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,6951,6932,6970,2025-10-28 13:50:39.338,2025-10-28 13:50:38.857,2025-10-28 13:50:39.812,0.5684,28.2,499.9
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7027,7008,7046,2025-10-28 13:50:41.241,2025-10-28 13:50:40.761,2025-10-28 13:50:41.700,0.9632,31.73,532.5
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7107,7088,7126,2025-10-28 13:50:43.241,2025-10-28 13:50:42.760,2025-10-28 13:50:43.720,0.9575,28.8,416.7
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7205,7186,7224,2025-10-28 13:50:45.685,2025-10-28 13:50:45.209,2025-10-28 13:50:46.184,0.9618,30.79,466.0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7279,7260,7298,2025-10-28 13:50:47.543,2025-10-28 13:50:47.064,2025-10-28 13:50:48.024,0.9739,28.29,488.6
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7379,7360,7398,2025-10-28 13:50:50.038,2025-10-28 13:50:49.574,2025-10-28 13:50:50.519,0.969,30.89,587.3
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7517,7498,7536,2025-10-28 13:50:53.493,2025-10-28 13:50:53.030,2025-10-28 13:50:53.974,0.9735,28.95,532.6
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7599,7580,7618,2025-10-28 13:50:55.556,2025-10-28 13:50:55.077,2025-10-28 13:50:56.022,0.9229,32.55,520.8
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7671,7652,7690,2025-10-28 13:50:57.349,2025-10-28 13:50:56.885,2025-10-28 13:50:57.828,0.976,31.93,613.5
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7759,7740,7778,2025-10-28 13:50:59.556,2025-10-28 13:50:59.076,2025-10-28 13:51:00.036,0.9524,31.48,590.0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7817,7798,7836,2025-10-28 13:51:01.011,2025-10-28 13:51:00.531,2025-10-28 13:51:01.476,0.9729,31.64,553.9
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7957,7938,7976,2025-10-28 13:51:04.515,2025-10-28 13:51:04.035,2025-10-28 13:51:04.978,0.9614,30.75,491.6
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,8017,7998,8036,2025-10-28 13:51:06.018,2025-10-28 13:51:05.538,2025-10-28 13:51:06.483,0.9657,30.76,480.7
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,8121,8102,8140,2025-10-28 13:51:08.609,2025-10-28 13:51:08.145,2025-10-28 13:51:09.090,0.9543,30.54,658.4
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,8205,8186,8224,2025-10-28 13:51:10.720,2025-10-28 13:51:10.240,2025-10-28 13:51:11.184,0.9642,30.57,534.8
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,8297,8278,8316,2025-10-28 13:51:13.024,2025-10-28 13:51:12.545,2025-10-28 13:51:13.487,0.9788,30.99,514.8
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,8363,8344,8382,2025-10-28 13:51:14.674,2025-10-28 13:51:14.190,2025-10-28 13:51:15.157,0.9673,29.84,562.8
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,8483,8464,8502,2025-10-28 13:51:17.676,2025-10-28 13:51:17.198,2025-10-28 13:51:18.148,0.9608,32.18,529.0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,8543,8524,8562,2025-10-28 13:51:19.163,2025-10-28 13:51:18.707,2025-10-28 13:51:19.654,0.9812,31.63,532.3
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,8639,8620,8658,2025-10-28 13:51:21.580,2025-10-28 13:51:21.102,2025-10-28 13:51:22.046,0.9664,32.86,598.2
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,8769,8750,8788,2025-10-28 13:51:24.827,2025-10-28 13:51:24.355,2025-10-28 13:51:25.307,0.9752,29.33,526.4
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,8881,8862,8900,2025-10-28 13:51:27.629,2025-10-28 13:51:27.170,2025-10-28 13:51:28.124,0.9629,31.83,559.7
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,8951,8932,8970,2025-10-28 13:51:29.387,2025-10-28 13:51:28.907,2025-10-28 13:51:29.866,0.9575,30.0,501.5
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,9043,9024,9062,2025-10-28 13:51:31.689,2025-10-28 13:51:31.210,2025-10-28 13:51:32.154,0.9334,32.54,579.3
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,9147,9128,9166,2025-10-28 13:51:34.282,2025-10-28 13:51:33.818,2025-10-28 13:51:34.761,0.9807,28.15,414.1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,9351,9332,9370,2025-10-28 13:51:39.400,2025-10-28 13:51:38.920,2025-10-28 13:51:39.865,0.9649,32.39,572.4
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,9487,9468,9506,2025-10-28 13:51:42.790,2025-10-28 13:51:42.328,2025-10-28 13:51:43.271,0.9772,32.0,518.0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,9591,9572,9610,2025-10-28 13:51:45.399,2025-10-28 13:51:44.918,2025-10-28 13:51:45.878,0.9715,33.48,535.1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,9671,9652,9690,2025-10-28 13:51:47.397,2025-10-28 13:51:46.933,2025-10-28 13:51:47.877,0.9694,27.78,416.4
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,9859,9840,9878,2025-10-28 13:51:52.099,2025-10-28 13:51:51.649,2025-10-28 13:51:52.580,0.9717,31.19,546.0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,9947,9928,9966,2025-10-28 13:51:54.307,2025-10-28 13:51:53.828,2025-10-28 13:51:54.788,0.9736,29.64,505.3
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10039,10020,10058,2025-10-28 13:51:56.611,2025-10-28 13:51:56.131,2025-10-28 13:51:57.091,0.9777,29.93,541.7
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10129,10110,10148,2025-10-28 13:51:58.866,2025-10-28 13:51:58.385,2025-10-28 13:51:59.346,0.9641,29.83,477.9
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10149,10130,10168,2025-10-28 13:51:59.363,2025-10-28 13:51:58.899,2025-10-28 13:51:59.842,0.5422,27.08,482.7
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10281,10262,10300,2025-10-28 13:52:02.674,2025-10-28 13:52:02.211,2025-10-28 13:52:03.150,0.942,31.04,504.2
