recording_file,peak_sample,window_start,window_end,peak_timestamp,window_start_time,window_end_time,presence_prob,length_cm,weight_g
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,9843,9824,9862,2025-10-28 13:09:44.450,2025-10-28 13:09:43.970,2025-10-28 13:09:44.931,0.9683,26.42,460.6
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,9947,9928,9966,2025-10-28 13:09:47.057,2025-10-28 13:09:46.578,2025-10-28 13:09:47.520,0.974,29.18,524.6
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,10029,10010,10048,2025-10-28 13:09:49.105,2025-10-28 13:09:48.625,2025-10-28 13:09:49.584,0.9788,29.81,527.1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,10109,10090,10128,2025-10-28 13:09:51.104,2025-10-28 13:09:50.640,2025-10-28 13:09:51.585,0.9656,28.25,356.9
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,10243,10224,10262,2025-10-28 13:09:54.463,2025-10-28 13:09:53.983,2025-10-28 13:09:54.943,0.9736,30.35,479.7
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,10335,10316,10354,2025-10-28 13:09:56.768,2025-10-28 13:09:56.288,2025-10-28 13:09:57.253,0.9561,28.85,532.9
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,10403,10384,10422,2025-10-28 13:09:58.461,2025-10-28 13:09:57.998,2025-10-28 13:09:58.940,0.9572,29.33,493.4
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1099,1080,1118,2025-10-28 14:07:14.260,2025-10-28 14:07:13.780,2025-10-28 14:07:14.741,0.9731,28.39,488.5
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1245,1226,1264,2025-10-28 14:07:17.909,2025-10-28 14:07:17.443,2025-10-28 14:07:18.385,0.9647,24.89,350.0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1345,1326,1364,2025-10-28 14:07:20.421,2025-10-28 14:07:19.938,2025-10-28 14:07:20.898,0.9707,28.63,543.9
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1437,1418,1456,2025-10-28 14:07:22.723,2025-10-28 14:07:22.243,2025-10-28 14:07:23.201,0.9728,27.5,525.6
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1551,1532,1570,2025-10-28 14:07:25.568,2025-10-28 14:07:25.105,2025-10-28 14:07:26.048,0.9394,29.04,484.0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1635,1616,1654,2025-10-28 14:07:27.681,2025-10-28 14:07:27.201,2025-10-28 14:07:28.143,0.9291,29.39,532.3
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1695,1676,1714,2025-10-28 14:07:29.183,2025-10-28 14:07:28.703,2025-10-28 14:07:29.647,0.9289,29.6,508.4
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1895,1876,1914,2025-10-28 14:07:34.190,2025-10-28 14:07:33.710,2025-10-28 14:07:34.655,0.8559,28.32,443.4
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1987,1968,2006,2025-10-28 14:07:36.494,2025-10-28 14:07:36.013,2025-10-28 14:07:36.957,0.9435,29.74,461.1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2157,2138,2176,2025-10-28 14:07:40.747,2025-10-28 14:07:40.268,2025-10-28 14:07:41.212,0.9878,30.01,608.9
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2285,2266,2304,2025-10-28 14:07:43.947,2025-10-28 14:07:43.466,2025-10-28 14:07:44.426,0.987,29.98,513.2
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2477,2458,2496,2025-10-28 14:07:48.762,2025-10-28 14:07:48.282,2025-10-28 14:07:49.225,0.9595,28.41,429.6
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2615,2596,2634,2025-10-28 14:07:52.201,2025-10-28 14:07:51.736,2025-10-28 14:07:52.681,0.983,28.22,484.0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2635,2616,2654,2025-10-28 14:07:52.712,2025-10-28 14:07:52.233,2025-10-28 14:07:53.192,0.591,27.35,329.3
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2851,2832,2870,2025-10-28 14:07:58.119,2025-10-28 14:07:57.639,2025-10-28 14:07:58.598,0.9499,29.04,478.0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,3027,3008,3046,2025-10-28 14:08:02.517,2025-10-28 14:08:02.058,2025-10-28 14:08:02.998,0.9711,29.38,488.9
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,3281,3262,3300,2025-10-28 14:08:08.884,2025-10-28 14:08:08.429,2025-10-28 14:08:09.363,0.9692,30.14,518.0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,3453,3434,3472,2025-10-28 14:08:13.187,2025-10-28 14:08:12.706,2025-10-28 14:08:13.666,0.982,30.36,557.7
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,3623,3604,3642,2025-10-28 14:08:17.442,2025-10-28 14:08:16.960,2025-10-28 14:08:17.926,0.9351,28.72,464.9
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,3727,3708,3746,2025-10-28 14:08:20.047,2025-10-28 14:08:19.566,2025-10-28 14:08:20.513,0.9584,29.94,512.3
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,3849,3830,3868,2025-10-28 14:08:23.101,2025-10-28 14:08:22.623,2025-10-28 14:08:23.569,0.9467,28.76,434.4
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,3961,3942,3980,2025-10-28 14:08:25.903,2025-10-28 14:08:25.424,2025-10-28 14:08:26.382,0.9697,26.9,445.9
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,4103,4084,4122,2025-10-28 14:08:29.481,2025-10-28 14:08:28.975,2025-10-28 14:08:29.934,0.936,29.15,483.0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,4221,4202,4240,2025-10-28 14:08:32.413,2025-10-28 14:08:31.934,2025-10-28 14:08:32.893,0.9655,29.38,494.5
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,4425,4406,4444,2025-10-28 14:08:37.516,2025-10-28 14:08:37.030,2025-10-28 14:08:38.007,0.9685,28.54,581.7
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,4529,4510,4548,2025-10-28 14:08:40.121,2025-10-28 14:08:39.642,2025-10-28 14:08:40.601,0.9758,28.75,494.1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,4729,4710,4748,2025-10-28 14:08:45.129,2025-10-28 14:08:44.647,2025-10-28 14:08:45.609,0.9758,27.62,529.3
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,4823,4804,4842,2025-10-28 14:08:47.491,2025-10-28 14:08:46.999,2025-10-28 14:08:47.969,0.9766,28.08,450.0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,4959,4940,4978,2025-10-28 14:08:50.887,2025-10-28 14:08:50.407,2025-10-28 14:08:51.366,0.9789,29.0,566.5
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,5115,5096,5134,2025-10-28 14:08:54.790,2025-10-28 14:08:54.310,2025-10-28 14:08:55.270,0.9789,29.54,501.8
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,5259,5240,5278,2025-10-28 14:08:58.389,2025-10-28 14:08:57.908,2025-10-28 14:08:58.868,0.957,28.89,483.2
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,5355,5336,5374,2025-10-28 14:09:00.788,2025-10-28 14:09:00.325,2025-10-28 14:09:01.268,0.9725,29.59,510.1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,5483,5464,5502,2025-10-28 14:09:04.016,2025-10-28 14:09:03.523,2025-10-28 14:09:04.490,0.968,27.59,476.5
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,5567,5548,5586,2025-10-28 14:09:06.099,2025-10-28 14:09:05.616,2025-10-28 14:09:06.577,0.9736,29.25,542.5
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,5663,5644,5682,2025-10-28 14:09:08.495,2025-10-28 14:09:08.047,2025-10-28 14:09:08.983,0.9834,30.82,569.7
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,5749,5730,5768,2025-10-28 14:09:10.662,2025-10-28 14:09:10.173,2025-10-28 14:09:11.136,0.9725,29.02,428.7
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,5861,5842,5880,2025-10-28 14:09:13.456,2025-10-28 14:09:12.985,2025-10-28 14:09:13.937,0.9874,28.77,475.6
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6003,5984,6022,2025-10-28 14:09:17.024,2025-10-28 14:09:16.542,2025-10-28 14:09:17.495,0.9731,27.71,471.9
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6137,6118,6156,2025-10-28 14:09:20.366,2025-10-28 14:09:19.887,2025-10-28 14:09:20.846,0.9814,28.9,526.1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6281,6262,6300,2025-10-28 14:09:23.985,2025-10-28 14:09:23.508,2025-10-28 14:09:24.444,0.9811,29.43,556.7
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6399,6380,6418,2025-10-28 14:09:26.924,2025-10-28 14:09:26.460,2025-10-28 14:09:27.404,0.9718,28.95,472.5
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6593,6574,6612,2025-10-28 14:09:31.787,2025-10-28 14:09:31.307,2025-10-28 14:09:32.267,0.9655,32.25,620.7
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6949,6930,6968,2025-10-28 14:09:40.697,2025-10-28 14:09:40.217,2025-10-28 14:09:41.175,0.9718,28.45,499.0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,7077,7058,7096,2025-10-28 14:09:43.896,2025-10-28 14:09:43.431,2025-10-28 14:09:44.375,0.9632,29.43,494.2
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,7191,7172,7210,2025-10-28 14:09:46.759,2025-10-28 14:09:46.278,2025-10-28 14:09:47.223,0.9775,29.62,491.6
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,7255,7236,7274,2025-10-28 14:09:48.357,2025-10-28 14:09:47.878,2025-10-28 14:09:48.822,0.9861,29.35,565.6
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,7359,7340,7378,2025-10-28 14:09:50.968,2025-10-28 14:09:50.486,2025-10-28 14:09:51.428,0.8086,27.73,380.9
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,7499,7480,7518,2025-10-28 14:09:54.477,2025-10-28 14:09:53.999,2025-10-28 14:09:54.932,0.9867,31.91,634.8
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,7519,7500,7538,2025-10-28 14:09:54.983,2025-10-28 14:09:54.486,2025-10-28 14:09:55.444,0.651,26.89,381.6
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,7613,7594,7632,2025-10-28 14:09:57.315,2025-10-28 14:09:56.836,2025-10-28 14:09:57.796,0.9668,28.42,484.4
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,7717,7698,7736,2025-10-28 14:09:59.923,2025-10-28 14:09:59.442,2025-10-28 14:10:00.403,0.9742,29.11,515.6
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,7737,7718,7756,2025-10-28 14:10:00.418,2025-10-28 14:09:59.939,2025-10-28 14:10:00.897,0.6131,26.84,467.7
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,7859,7840,7878,2025-10-28 14:10:03.490,2025-10-28 14:10:03.001,2025-10-28 14:10:03.954,0.9588,29.24,486.5
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,7937,7918,7956,2025-10-28 14:10:05.425,2025-10-28 14:10:04.944,2025-10-28 14:10:05.905,0.9762,32.65,632.4
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,8075,8056,8094,2025-10-28 14:10:08.880,2025-10-28 14:10:08.400,2025-10-28 14:10:09.360,0.9676,26.85,418.8
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,8137,8118,8156,2025-10-28 14:10:10.431,2025-10-28 14:10:09.951,2025-10-28 14:10:10.911,0.9314,29.05,515.4
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,8303,8284,8322,2025-10-28 14:10:14.591,2025-10-28 14:10:14.110,2025-10-28 14:10:15.069,0.8918,28.9,440.7
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,8419,8400,8438,2025-10-28 14:10:17.501,2025-10-28 14:10:17.021,2025-10-28 14:10:17.966,0.9757,29.31,471.2
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,8551,8532,8570,2025-10-28 14:10:20.796,2025-10-28 14:10:20.316,2025-10-28 14:10:21.276,0.9885,29.94,579.0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,8797,8778,8816,2025-10-28 14:10:26.954,2025-10-28 14:10:26.475,2025-10-28 14:10:27.434,0.5474,22.73,252.8
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,8817,8798,8836,2025-10-28 14:10:27.450,2025-10-28 14:10:27.001,2025-10-28 14:10:27.930,0.9874,30.45,622.3
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,8927,8908,8946,2025-10-28 14:10:30.201,2025-10-28 14:10:29.737,2025-10-28 14:10:30.681,0.9264,27.1,395.4
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,9051,9032,9070,2025-10-28 14:10:33.320,2025-10-28 14:10:32.841,2025-10-28 14:10:33.785,0.9706,26.76,367.0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,9155,9136,9174,2025-10-28 14:10:35.912,2025-10-28 14:10:35.448,2025-10-28 14:10:36.391,0.9148,29.15,425.9
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,9249,9230,9268,2025-10-28 14:10:38.263,2025-10-28 14:10:37.799,2025-10-28 14:10:38.743,0.9828,29.69,577.4
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,9347,9328,9366,2025-10-28 14:10:40.727,2025-10-28 14:10:40.246,2025-10-28 14:10:41.190,0.9616,28.13,438.7
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,9435,9416,9454,2025-10-28 14:10:42.917,2025-10-28 14:10:42.454,2025-10-28 14:10:43.398,0.9618,27.85,463.9
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,9723,9704,9742,2025-10-28 14:10:50.131,2025-10-28 14:10:49.651,2025-10-28 14:10:50.611,0.9696,29.3,499.7
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,9869,9850,9888,2025-10-28 14:10:53.794,2025-10-28 14:10:53.315,2025-10-28 14:10:54.258,0.9752,29.4,430.5
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,9949,9930,9968,2025-10-28 14:10:55.793,2025-10-28 14:10:55.314,2025-10-28 14:10:56.274,0.7177,26.79,487.4
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,9969,9950,9988,2025-10-28 14:10:56.290,2025-10-28 14:10:55.810,2025-10-28 14:10:56.770,0.9827,29.14,490.2
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,10071,10052,10090,2025-10-28 14:10:58.850,2025-10-28 14:10:58.370,2025-10-28 14:10:59.313,0.9582,29.32,518.4
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,10167,10148,10186,2025-10-28 14:11:01.247,2025-10-28 14:11:00.767,2025-10-28 14:11:01.728,0.979,29.71,605.6
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,10317,10298,10336,2025-10-28 14:11:05.003,2025-10-28 14:11:04.522,2025-10-28 14:11:05.470,0.9882,28.27,503.8
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,10415,10396,10434,2025-10-28 14:11:07.455,2025-10-28 14:11:07.002,2025-10-28 14:11:07.934,0.9785,27.82,489.1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,10513,10494,10532,2025-10-28 14:11:09.903,2025-10-28 14:11:09.438,2025-10-28 14:11:10.381,0.959,30.73,589.9
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,10619,10600,10638,2025-10-28 14:11:12.557,2025-10-28 14:11:12.092,2025-10-28 14:11:13.034,0.9733,32.05,607.6
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,10647,10628,10666,2025-10-28 14:11:13.261,2025-10-28 14:11:12.780,2025-10-28 14:11:13.740,0.5082,25.54,315.3
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,10747,10728,10766,2025-10-28 14:11:15.772,2025-10-28 14:11:15.292,2025-10-28 14:11:16.236,0.8349,28.17,434.8
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,10881,10862,10900,2025-10-28 14:11:19.114,2025-10-28 14:11:18.647,2025-10-28 14:11:19.594,0.9572,29.47,479.7
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,10971,10952,10990,2025-10-28 14:11:21.371,2025-10-28 14:11:20.890,2025-10-28 14:11:21.850,0.9801,27.7,469.8
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,11071,11052,11090,2025-10-28 14:11:23.880,2025-10-28 14:11:23.402,2025-10-28 14:11:24.344,0.9599,29.36,512.0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,11311,11292,11330,2025-10-28 14:11:29.879,2025-10-28 14:11:29.399,2025-10-28 14:11:30.359,0.9372,28.95,528.9
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,19,0,38,2025-10-28 12:18:23.769,2025-10-28 12:18:23.287,2025-10-28 12:18:24.248,0.9831,30.75,533.3
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,87,68,106,2025-10-28 12:18:25.464,2025-10-28 12:18:25.000,2025-10-28 12:18:25.944,0.9879,33.89,738.0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,183,164,202,2025-10-28 12:18:27.879,2025-10-28 12:18:27.399,2025-10-28 12:18:28.342,0.9824,31.94,486.7
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,271,252,290,2025-10-28 12:18:30.070,2025-10-28 12:18:29.606,2025-10-28 12:18:30.550,0.9816,34.68,692.7
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,1439,1420,1458,2025-10-28 12:18:59.310,2025-10-28 12:18:58.831,2025-10-28 12:18:59.790,0.9903,31.19,484.5
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,1515,1496,1534,2025-10-28 12:19:01.217,2025-10-28 12:19:00.733,2025-10-28 12:19:01.701,0.9739,30.35,538.2
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,1621,1602,1640,2025-10-28 12:19:03.868,2025-10-28 12:19:03.389,2025-10-28 12:19:04.351,0.9851,30.0,487.9
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,1689,1670,1708,2025-10-28 12:19:05.565,2025-10-28 12:19:05.085,2025-10-28 12:19:06.044,0.9667,31.84,581.0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,1771,1752,1790,2025-10-28 12:19:07.613,2025-10-28 12:19:07.149,2025-10-28 12:19:08.091,0.9784,32.75,657.1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,1833,1814,1852,2025-10-28 12:19:09.180,2025-10-28 12:19:08.704,2025-10-28 12:19:09.643,0.9775,31.46,631.2
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,1915,1896,1934,2025-10-28 12:19:11.227,2025-10-28 12:19:10.763,2025-10-28 12:19:11.727,0.9875,32.7,564.6
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,1977,1958,1996,2025-10-28 12:19:12.778,2025-10-28 12:19:12.299,2025-10-28 12:19:13.258,0.9592,33.27,621.7
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2075,2056,2094,2025-10-28 12:19:15.237,2025-10-28 12:19:14.755,2025-10-28 12:19:15.711,0.9885,31.13,509.4
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2137,2118,2156,2025-10-28 12:19:16.777,2025-10-28 12:19:16.314,2025-10-28 12:19:17.281,0.951,30.94,565.7
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2213,2194,2232,2025-10-28 12:19:18.680,2025-10-28 12:19:18.219,2025-10-28 12:19:19.161,0.9871,31.52,566.0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2385,2366,2404,2025-10-28 12:19:22.985,2025-10-28 12:19:22.519,2025-10-28 12:19:23.464,0.9828,31.44,587.3
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2489,2470,2508,2025-10-28 12:19:25.592,2025-10-28 12:19:25.112,2025-10-28 12:19:26.071,0.9802,31.34,587.7
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2551,2532,2570,2025-10-28 12:19:27.143,2025-10-28 12:19:26.662,2025-10-28 12:19:27.623,0.9776,30.93,632.8
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2685,2666,2704,2025-10-28 12:19:30.502,2025-10-28 12:19:30.022,2025-10-28 12:19:30.966,0.9922,31.9,593.5
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2753,2734,2772,2025-10-28 12:19:32.197,2025-10-28 12:19:31.721,2025-10-28 12:19:32.677,0.9783,31.15,582.2
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2815,2796,2834,2025-10-28 12:19:33.749,2025-10-28 12:19:33.275,2025-10-28 12:19:34.230,0.8882,30.52,456.7
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2835,2816,2854,2025-10-28 12:19:34.246,2025-10-28 12:19:33.787,2025-10-28 12:19:34.727,0.988,32.04,587.0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2899,2880,2918,2025-10-28 12:19:35.866,2025-10-28 12:19:35.380,2025-10-28 12:19:36.323,0.9837,33.0,652.4
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2999,2980,3018,2025-10-28 12:19:38.358,2025-10-28 12:19:37.874,2025-10-28 12:19:38.834,0.9873,30.12,493.0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3071,3052,3090,2025-10-28 12:19:40.164,2025-10-28 12:19:39.683,2025-10-28 12:19:40.643,0.9893,34.21,732.1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3171,3152,3190,2025-10-28 12:19:42.658,2025-10-28 12:19:42.196,2025-10-28 12:19:43.138,0.9805,29.07,484.8
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3233,3214,3252,2025-10-28 12:19:44.225,2025-10-28 12:19:43.747,2025-10-28 12:19:44.702,0.9705,32.75,632.0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3313,3294,3332,2025-10-28 12:19:46.230,2025-10-28 12:19:45.746,2025-10-28 12:19:46.689,0.9881,31.05,527.4
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3417,3398,3436,2025-10-28 12:19:48.816,2025-10-28 12:19:48.354,2025-10-28 12:19:49.304,0.9844,31.42,599.7
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3607,3588,3626,2025-10-28 12:19:53.583,2025-10-28 12:19:53.103,2025-10-28 12:19:54.047,0.9848,33.11,628.9
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3747,3728,3766,2025-10-28 12:19:57.087,2025-10-28 12:19:56.607,2025-10-28 12:19:57.551,0.9708,35.7,668.7
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3831,3812,3850,2025-10-28 12:19:59.182,2025-10-28 12:19:58.701,2025-10-28 12:19:59.661,0.9843,32.02,585.8
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3901,3882,3920,2025-10-28 12:20:00.941,2025-10-28 12:20:00.462,2025-10-28 12:20:01.403,0.9769,33.16,627.7
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3985,3966,4004,2025-10-28 12:20:03.038,2025-10-28 12:20:02.556,2025-10-28 12:20:03.517,0.9798,31.58,608.4
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4047,4028,4066,2025-10-28 12:20:04.589,2025-10-28 12:20:04.109,2025-10-28 12:20:05.068,0.9853,33.42,632.0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4067,4048,4086,2025-10-28 12:20:05.084,2025-10-28 12:20:04.620,2025-10-28 12:20:05.564,0.5586,30.61,468.9
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4135,4116,4154,2025-10-28 12:20:06.806,2025-10-28 12:20:06.325,2025-10-28 12:20:07.275,0.9882,31.52,595.2
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4193,4174,4212,2025-10-28 12:20:08.238,2025-10-28 12:20:07.771,2025-10-28 12:20:08.716,0.9725,31.74,578.1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4273,4254,4292,2025-10-28 12:20:10.250,2025-10-28 12:20:09.773,2025-10-28 12:20:10.714,0.9762,33.81,650.9
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4383,4364,4402,2025-10-28 12:20:13.002,2025-10-28 12:20:12.522,2025-10-28 12:20:13.483,0.9758,31.44,589.5
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4481,4462,4500,2025-10-28 12:20:15.449,2025-10-28 12:20:14.969,2025-10-28 12:20:15.930,0.9831,32.8,558.4
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4543,4524,4562,2025-10-28 12:20:17.001,2025-10-28 12:20:16.521,2025-10-28 12:20:17.481,0.9545,34.19,608.1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4625,4606,4644,2025-10-28 12:20:19.049,2025-10-28 12:20:18.584,2025-10-28 12:20:19.528,0.9845,30.96,580.2
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4697,4678,4716,2025-10-28 12:20:20.856,2025-10-28 12:20:20.376,2025-10-28 12:20:21.336,0.9785,33.79,676.4
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4769,4750,4788,2025-10-28 12:20:22.664,2025-10-28 12:20:22.184,2025-10-28 12:20:23.143,0.9893,32.01,527.3
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4889,4870,4908,2025-10-28 12:20:25.671,2025-10-28 12:20:25.190,2025-10-28 12:20:26.134,0.9851,29.42,563.3
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,5015,4996,5034,2025-10-28 12:20:28.819,2025-10-28 12:20:28.341,2025-10-28 12:20:29.300,0.9878,32.09,580.8
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,5091,5072,5110,2025-10-28 12:20:30.726,2025-10-28 12:20:30.273,2025-10-28 12:20:31.190,0.9843,33.02,709.5
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,5147,5128,5166,2025-10-28 12:20:32.116,2025-10-28 12:20:31.654,2025-10-28 12:20:32.597,0.7483,26.79,363.4
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,5169,5150,5188,2025-10-28 12:20:32.676,2025-10-28 12:20:32.196,2025-10-28 12:20:33.157,0.9869,31.31,557.2
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,5239,5220,5258,2025-10-28 12:20:34.418,2025-10-28 12:20:33.954,2025-10-28 12:20:34.900,0.9683,34.05,579.7
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,5331,5312,5350,2025-10-28 12:20:36.723,2025-10-28 12:20:36.291,2025-10-28 12:20:37.203,0.9766,30.84,578.5
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,5397,5378,5416,2025-10-28 12:20:38.386,2025-10-28 12:20:37.906,2025-10-28 12:20:38.851,0.9792,32.52,571.8
