2026-04-30 21:54:22 | INFO     | Run ID : 20260430_215422
2026-04-30 21:54:22 | INFO     | Device : cuda
2026-04-30 21:54:22 | INFO     | Train samples: 630 | Val samples: 180
2026-04-30 21:54:22 | INFO     | Model parameters: 61,026
2026-04-30 21:54:23 | INFO     | Starting training for up to 600 epochs
2026-04-30 21:54:23 | INFO     | --------------------------------------------------------------------------------
2026-04-30 21:54:24 | INFO     | Epoch   1/600 | train_loss=47279.0336 | val_loss=47299.4030 | val_mae=973.443cm | val_mape=99.81% | val_f1=0.414  [best]
2026-04-30 21:54:24 | INFO     | Epoch   2/600 | train_loss=47252.5939 | val_loss=47113.4792 | val_mae=969.715cm | val_mape=99.32% | val_f1=0.487  [best]
2026-04-30 21:54:24 | INFO     | Epoch   3/600 | train_loss=46975.8375 | val_loss=46840.7161 | val_mae=964.263cm | val_mape=98.60% | val_f1=0.839  [best]
2026-04-30 21:54:25 | INFO     | Epoch   4/600 | train_loss=46759.6500 | val_loss=46469.7604 | val_mae=956.851cm | val_mape=97.63% | val_f1=0.989  [best]
2026-04-30 21:54:25 | INFO     | Epoch   5/600 | train_loss=46275.6809 | val_loss=45946.9941 | val_mae=946.389cm | val_mape=96.28% | val_f1=1.000  [best]
2026-04-30 21:54:25 | INFO     | Epoch   6/600 | train_loss=45918.1652 | val_loss=45239.1237 | val_mae=932.251cm | val_mape=94.44% | val_f1=1.000  [best]
2026-04-30 21:54:25 | INFO     | Epoch   7/600 | train_loss=44817.4299 | val_loss=44299.3887 | val_mae=913.504cm | val_mape=91.99% | val_f1=1.000  [best]
2026-04-30 21:54:25 | INFO     | Epoch   8/600 | train_loss=43788.4832 | val_loss=43095.0905 | val_mae=889.421cm | val_mape=88.87% | val_f1=1.000  [best]
2026-04-30 21:54:25 | INFO     | Epoch   9/600 | train_loss=42572.7057 | val_loss=41495.8529 | val_mae=857.530cm | val_mape=84.71% | val_f1=1.000  [best]
2026-04-30 21:54:25 | INFO     | Epoch  10/600 | train_loss=40682.8207 | val_loss=39504.1048 | val_mae=817.746cm | val_mape=79.51% | val_f1=1.000  [best]
2026-04-30 21:54:25 | INFO     | Epoch  11/600 | train_loss=38359.2663 | val_loss=37140.7754 | val_mae=770.442cm | val_mape=73.34% | val_f1=0.992  [best]
2026-04-30 21:54:26 | INFO     | Epoch  12/600 | train_loss=35936.6660 | val_loss=34364.3708 | val_mae=714.904cm | val_mape=66.08% | val_f1=0.135  [best]
2026-04-30 21:54:26 | INFO     | Epoch  13/600 | train_loss=32790.0933 | val_loss=31112.9245 | val_mae=649.340cm | val_mape=57.59% | val_f1=0.011  [best]
